MenuId,ProductName,ProductDescription
1533,Babich East Coast Pinot Noir,"The bouquet is a mix of strawberry and plum, with savoury notes. Berries and earth are on the palate with a touch of spice, combining with textured tannins."
1533,Babich Gimblett Gravels Syrah,Summer fruit aromas and black plum and spice are apparent on the nose. Concentrated fruit with subtle savoury notes and a touch of leather. Tannins satisfy the palate and fruit lingers on the finish.
1533,Alma Mora Shiraz Rose,"A young, fruity, intense wine with floral aromas, powerful and elegant with an almost sweet aromatic long finish."
1533,Argento Malbec Rose,"Intense aromas of fresh red berries, with concentrated cherry and plum fruit flavours. A beautifully balanced wine with crisp acidity and a refreshing finish."
1533,Avito Pinot Grigio Rose,"A dry, fresh and fruity Rosé with delicate aromas of red berries. Soft and creamy textured with good intensity of ripe berry and red cherry fruit, and a vibrant finish."
1533,Ayala Rose Majuer,"Delicate and tangy, light, frothy mousse
hints of juicy cherry, white raspberry."
1533,Araldica Spumante Moscato Bianco,"Typical Asti aromas of fresh juicy grapes and yeasty hints. A true tingle on the palate leads to a fresh, light-bodied sparkling wine."
1533,Armand de Brignac Brut Gold,"Complex and full bodied with fresh light floral notes sumptious on the palate with a delicious creamy texture great depth and long silky finish pressed from Chardonnay, Pinot Meunier and Pinot Noir wines."
1533,Ayala Brut Majeur,"Light gold in colour, with a delicate mousse. The nose unveils expressive notes of citrus, florals and white fruits. Well balanced with a delicate complexity, Chardonnay adds a lively, fresh fruitiness on the palate, whilst Pinot Noir gives the wine richness and length."
1534,"Bedrock Gin ",
1534,Bombay Sapphire,
1534,Gin Lane 1751 Victoria Pink,
1534,Gordon's Crisp Cucumber,
1534,Gordon's Elderflower,
1534,Gordon's Gin,
1534,Gordon's Sloe Gin,
1534,Hendrick's Gin,
1534,Sipsmith London Dry Gin,
1534,Tanqueray Gin,
1535,"Aimery Sauvignon Blanc, Vin de Pays d’Oc",A grassy dry White Wine wine with good acidity and a crisp finish.
1535,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1535,"Aimery Sauvignon Blanc, Vin de Pays d’Oc",A grassy dry White Wine wine with good acidity and a crisp finish.
1535,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1535,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1535,"Aimery Merlot, Vin de Pays d’Oc","The soft, fruity character of the Merlot grape makes this wine agreeably easy to drink."
1535,"Andean Vineyards Malbec, Mendoza",A mid-bodied and warming Red Wine wine that has a good attack of damson and spice aromas.
1535,Blossom Hill White Wine Zinfandel,An attractive salmon pink colour with soft sweet fruit on the nose and palate.
1535,Laurent Perrier Brut,"A lighter house style; fresh and elegant. Subtle citrus, toast and spice are perfectly balanced in a structuRed Wine Champagne, ideal to enjoy with food."
1535,Castillo de Piedra Tempranillo Rose,Off-dry Rose Wine with tempting strawberry fruit flavours.
1535,"Château Thieuley Clairet, Entre-deux-Mers",From the saturated pink colour to the lush fruit on the finish this is a wonderfully decadent dry Rose Wine.
1536,Fuller's Organic Honey Dew,"A naturally organic, light, refreshing golden beer with subtle honey flavours in perfect balance."
1536,Pilsner Urquell,"The original pilsner from Pilsen. Intensely hoppy with a balance of subtle sweetness and a velvety bitterness, wrapped in a gloriously crisp body."
1536,Grolsch Swingtop,"Grolsch combines two special hops, one for taste, and one for aroma. This combined with a final flourish of aroma malt gives our beer its vibrant taste and crisp finish."
1536,Goose Island IPA  NRB,"This classic ale adds a fruity aroma, set off by a dry malt middle"
1536,Worthington's White Shield,"Worthington's White Shield is feisty and full flavoured, with bold notes of malt and toffee."
1536,Trooper Iron Maiden,Designed by Bruce Dickinson from Iron Maiden; Trooper is a richly flavoured golden beer with an interesting balance of both hop flavour and bitterness. Full bodied with rich malt and hops in the mouth and a long lingeringly hop dominated finish with tangy citrus fruit and roasted malt. Distinctive golding dry hop aroma.
1538,Absolut Mandrin,"Complex, smooth and mellow with a fruity mandarin and orange character mixed with a note of orange peel."
1538,Absolut Blue,"Based on the simple concept of ""One Source"", located near Åhus, in Southern Sweden. ABSOLUT VODKA is exclusively made of the 100% natural ingredients; water and winter wheat. Rich, full-bodied and complex, yet smooth and mellow with a distinct character of grain, followed by a hint of dried fruit."
1538,Absolut Citron,"Smooth and mellow, with a fresh fruity lemon and lime character and a note of lemon peel."
1538,Absolut Kurant,"Smooth and mellow, with a fruity black currant character and a hint of tartness."
1538,Absolut Vanilia,"Rich, robust and complex with a distinct character of vanilla, notes of butterscotch and hints of dark chocolate."
1538,Absolut Raspberri,"Made exclusively from natural ingredients, and unlike most other flavored vodkas, without any added sugar Absolut Rasberri is rich and intense with the fresh and fruity character of ripened raspberries"
1538,Absolut Peppar,"Hot and spicy with a distinct character of green bell, chili and jalapeño pepper"
1538,Admiral Benbow,"A nose of buttery toffee, allspice and a hint of peppercorns. Black pepper, baking spices and molasses on the palate with a long vanilla finish."
1539,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1539,"Aimery Sauvignon Blanc, Vin de Pays d’Oc",A grassy dry White Wine wine with good acidity and a crisp finish.
1539,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1539,"Aimery Merlot, Vin de Pays d’Oc","The soft, fruity character of the Merlot grape makes this wine agreeably easy to drink."
1539,"Amarone della Valpolicella Classico, Cantina di Negrar","A massively full-bodied and robustly tannic Red Wine that has aromas of spice, game and chocolate."
1540,7Up,
1540,7Up Free,
1540,7Up Free,
1540,7Up Free,
1540,Andes Peak Cabernet Sauvignon,"This dry, fresh and complex tasting wine has a yellow-greenish colour with fresh zingy fruit aromas."
1540,Andes Peak Merlot,A medium bodied wine which has a blackberry and plum aroma and fruity herbaceous palate.
1540,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1540,Apothic Red,"An easy drinking, everyday wine which is dry and fresh in style. It has aromas and flavours of apples and pears with some citrus fruit."
1540,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1540,Argento Chardonnay,"An exceptional, lightly oaked Chardonnay which offers aromas of ripe citrus and tropical fruits. Concentrated grapefruit, apple and pear fruit flavours."
1540,Andes Peak Sauvignon Blanc,"A medium bodied, soft and round wine, displaying a lovely pepper and berry nose and palate."
1540,Avito Chardonnay,"Fresh fruit aromas of green apples, ripe grapefruit and lime zest on the nose with honeysuckle and the scent of honey on the palate. The finish is fresh and crisp with citrus flavours and mineral touches.o9"
1545,Coca Cola,Sparkling Soft Drink with Vegetable Extracts
1550,"Lobo Loco Macabeo, Vino de la Tierra Castilla",An attractive dry White Wine with floral aromas and a crisp finish.
1550,Millstream Chenin Blanc,Light and fresh with an attractive quince and pear character.
1550,Lyric Pinot Grigio,"A really characterful Pinot Grigio, with tempting apricot, peach and melon fruit."
1550,Plate 95 Sauvignon Blanc,Fresh and zesty with ripe tropical fruit flavours.
